lon_west,lat_south,lon_east,lat_north,area_ha,forest_share,mean_treecover_pct,loss_share_2001_2019_pct,loss_years_2001_2019,recent_loss_2017_2019_pct,peak_year_loss_pct,future_loss_2020_2024_pct,label,tile
42.69762,56.95674,42.76162,56.99674,1786.79,0.6816,80.36,14.2337,19,3.5936,1.6866,18.0612,1,60N_040E
48.83262,56.6204,48.89662,56.6604,1802.76,1.0,85.08,8.6846,15,1.2272,1.3597,1.7959,1,60N_040E
42.55107,56.14039,42.61507,56.18039,1825.45,0.4343,78.67,0.9927,3,0.0118,0.3151,0.0166,0,60N_040E
42.4984,57.28756,42.5624,57.32756,1771.01,0.5766,80.59,3.2364,10,0.6587,0.6279,20.3282,1,60N_040E
41.4107,56.93617,41.4747,56.97617,1787.77,0.5418,82.37,2.1766,5,0.9025,0.6562,2.3847,1,60N_040E
44.57582,57.00614,44.63982,57.04614,1784.44,0.8833,82.11,1.3883,6,0.1966,0.3388,0.6869,0,60N_040E
42.06179,54.83405,42.12579,54.87405,1886.51,0.9577,80.33,19.3386,13,8.0725,3.3002,13.3892,1,60N_040E
40.50598,57.81118,40.56998,57.85118,1745.91,0.5626,79.1,0.9217,3,0.0,0.199,1.39,1,60N_040E
41.83611,56.70999,41.90011,56.74999,1798.52,0.9099,86.37,5.4022,11,1.0895,1.2696,0.7793,0,60N_040E
44.70007,57.14116,44.76407,57.18116,1778.0,0.9332,85.55,15.4362,15,2.5435,2.2104,2.4447,1,60N_040E
43.14774,54.97349,43.21174,55.01349,1880.05,0.9843,84.25,10.2532,16,2.7317,2.3975,6.4603,1,60N_040E
40.39765,58.68514,40.46165,58.72514,1703.68,0.4993,82.12,25.3658,9,0.0071,11.6554,0.2204,0,60N_040E
42.99451,52.91121,43.05851,52.95121,1974.52,0.8697,82.69,0.488,1,0.1847,0.1847,0.1208,0,60N_040E
45.70279,56.34626,45.76679,56.38626,1815.73,0.8881,71.7,29.8872,7,0.0498,24.6995,10.6279,1,60N_040E
40.53485,58.28757,40.59885,58.32757,1722.94,0.8577,83.42,2.6577,4,0.0,0.8289,2.6837,1,60N_040E
43.91153,56.07442,43.97553,56.11442,1828.56,0.3072,76.79,0.2393,1,0.0071,0.1019,0.3433,0,60N_040E
41.50127,56.04118,41.56527,56.08118,1830.13,0.9627,84.93,10.4698,11,2.6411,2.807,7.5514,1,60N_040E
47.14516,58.78588,47.20916,58.82588,1698.79,0.781,78.95,13.0083,14,4.8348,2.2496,3.838,1,60N_040E
43.5536,54.69512,43.6176,54.73512,1892.94,0.8206,81.28,3.591,6,0.0,1.2792,0.0,0,60N_040E
46.80337,59.17435,46.86737,59.21435,1679.86,0.7918,83.24,7.7711,10,0.8406,2.9135,1.215,1,60N_040E
44.02897,58.99801,44.09297,59.03801,1688.46,0.7164,80.2,1.9356,5,0.0095,0.5615,0.3625,0,60N_040E
46.47062,57.58907,46.53462,57.62907,1756.57,0.4312,85.54,5.9091,13,0.0971,1.758,2.1467,1,60N_040E
41.98364,53.3466,42.04764,53.3866,1954.79,0.8606,82.83,6.893,11,2.3263,0.9713,1.5113,1,60N_040E
45.46334,58.16329,45.52734,58.20329,1728.94,0.8197,78.25,1.1559,3,0.0568,0.5282,0.1232,0,60N_040E
40.52153,52.76002,40.58553,52.80002,1981.33,0.4434,76.15,2.6367,6,1.4996,0.6799,1.1963,1,60N_040E
49.43616,57.26312,49.50016,57.30312,1772.18,0.5755,83.32,9.2486,18,1.3575,1.3596,1.3833,1,60N_040E
43.11295,53.48601,43.17695,53.52601,1948.44,0.3264,73.8,1.092,3,0.0805,0.2559,0.0,0,60N_040E
41.71529,56.59371,41.77929,56.63371,1804.03,0.6707,79.88,11.9175,15,3.8346,1.8309,2.8713,1,60N_040E
49.02476,59.21891,49.08876,59.25891,1677.68,0.7907,79.28,6.5521,12,0.8484,1.1346,2.6937,1,60N_040E
42.27553,58.15015,42.33953,58.19015,1729.58,0.5848,79.23,5.7337,11,3.3322,1.4709,1.6655,1,60N_040E
41.08053,58.24412,41.14453,58.28412,1725.04,0.8888,83.15,4.5663,10,1.1627,0.7604,2.0152,1,60N_040E
48.53274,56.53205,48.59674,56.57205,1806.95,0.9907,82.26,14.6471,16,0.9117,2.2724,0.9833,0,60N_040E
47.03397,58.16362,47.09797,58.20362,1728.93,0.7304,82.85,6.8691,16,0.668,1.1439,2.9981,1,60N_040E
42.40923,56.29088,42.47323,56.33088,1818.35,0.9188,85.42,0.3719,1,0.0,0.1658,0.0,0,60N_040E
46.13202,53.76203,46.19602,53.80203,1935.85,0.9306,84.43,13.9872,17,1.3219,2.054,0.5828,0,60N_040E
42.74137,59.01972,42.80537,59.05972,1687.41,0.8716,85.78,3.272,11,1.3765,0.7628,0.7298,0,60N_040E
41.87799,57.83847,41.94199,57.87847,1744.6,0.9158,84.44,6.5236,12,2.6201,1.618,2.9231,1,60N_040E
40.78411,58.75804,40.84811,58.79804,1700.14,0.6303,82.27,21.36,16,3.4108,3.5026,4.4382,1,60N_040E
40.61757,59.45299,40.68157,59.49299,1666.24,0.8957,83.35,14.4679,16,9.0718,7.0533,6.3586,1,60N_040E
41.11698,56.78614,41.18098,56.82614,1794.9,0.7761,82.01,6.0989,12,1.5539,1.2148,4.4814,1,60N_040E
40.26662,55.65663,40.33062,55.69663,1848.18,0.9474,79.57,48.1406,13,0.1421,19.9931,0.0,0,60N_040E
46.13451,59.46875,46.19851,59.50875,1665.46,0.9537,84.54,4.7134,7,0.5117,1.4571,1.028,1,60N_040E
46.36562,56.62437,46.42962,56.66437,1802.57,0.9687,84.92,1.1159,5,0.1469,0.4076,0.1706,0,60N_040E
41.84755,56.18545,41.91155,56.22545,1823.33,0.8614,84.33,6.2568,13,1.7191,1.7382,1.2954,1,60N_040E
45.53123,54.80992,45.59523,54.84992,1887.63,0.9918,85.51,0.0189,0,0.0047,0.0142,0.0,0,60N_040E
42.46101,53.97428,42.52501,54.01428,1926.14,0.9882,82.64,4.3721,11,1.5346,0.8006,0.9119,0,60N_040E
40.81598,59.02108,40.87998,59.06108,1687.33,0.9969,85.57,0.7912,1,0.0876,0.5993,0.2156,0,60N_040E
46.35181,56.89766,46.41581,56.93766,1789.6,0.9889,89.13,2.921,9,0.0,0.8434,0.6469,0,60N_040E
45.31327,59.05018,45.37727,59.09018,1685.92,0.9994,84.89,6.0577,4,0.2582,2.8136,2.1156,1,60N_040E
46.87021,55.76938,46.93421,55.80938,1842.89,0.3456,82.07,0.1089,0,0.0071,0.0545,0.0,0,60N_040E
41.88038,54.92481,41.94438,54.96481,1882.3,0.7468,63.83,48.983,8,0.0166,43.4935,0.0,0,60N_040E
45.99511,53.63971,46.05911,53.67971,1941.44,0.794,81.67,7.3738,15,1.2578,1.0257,2.0182,1,60N_040E
43.86465,59.24116,43.92865,59.28116,1676.6,0.9848,83.46,0.0403,0,0.0024,0.0142,3.0357,1,60N_040E
48.10365,57.75569,48.16765,57.79569,1748.58,0.6325,81.92,5.9363,16,1.2766,0.8195,1.5896,1,60N_040E
48.36014,57.7851,48.42414,57.8251,1747.16,0.4371,78.0,3.0341,7,0.3056,1.0993,1.3741,1,60N_040E
47.92063,52.41937,47.98463,52.45937,1996.66,0.4997,75.03,0.3245,0,0.0829,0.0711,0.0592,0,60N_040E
48.52975,57.63385,48.59375,57.67385,1754.43,0.53,81.89,4.2307,10,0.3695,0.7438,1.2411,1,60N_040E
40.78487,54.63734,40.84887,54.67734,1895.62,0.3893,83.74,3.1658,3,2.526,2.1137,3.4571,1,60N_040E
48.52524,58.26914,48.58924,58.30914,1723.84,0.9228,79.79,1.6794,4,0.6893,0.6419,0.2345,0,60N_040E
47.22446,57.676,47.28846,57.716,1752.41,0.6821,84.46,8.3714,11,3.6618,1.9825,0.8454,0,60N_040E
41.15495,55.30221,41.21895,55.34221,1864.75,0.8899,80.29,17.4832,16,2.2004,4.8955,6.3247,1,60N_040E
45.44143,53.10616,45.50543,53.14616,1965.7,0.3037,80.29,0.2865,0,0.0,0.09,0.0,0,60N_040E
43.54284,55.87145,43.60684,55.91145,1838.11,0.468,76.06,0.2937,0,0.0947,0.0497,0.128,0,60N_040E
48.03218,56.26757,48.09618,56.30757,1819.45,0.9866,77.7,3.488,10,1.2109,0.718,1.8053,1,60N_040E
47.1406,58.54898,47.2046,58.58898,1710.29,0.7684,81.23,4.8908,11,1.0824,1.0727,1.8499,1,60N_040E
42.83826,59.66458,42.90226,59.70458,1655.86,0.9183,83.85,4.3928,5,3.2914,3.0333,18.6966,1,60N_040E
46.55999,55.17872,46.62399,55.21872,1870.5,0.4525,77.81,1.3213,4,0.3268,0.2605,0.6417,0,60N_040E
48.14233,56.25859,48.20633,56.29859,1819.87,0.9548,79.46,14.8433,17,3.4113,2.2577,4.932,1,60N_040E
46.70431,53.05175,46.76831,53.09175,1968.17,0.5346,80.09,3.733,13,0.2228,0.6821,0.9407,0,60N_040E
42.14486,59.38496,42.20886,59.42496,1669.57,0.8281,80.92,0.5946,1,0.0,0.2867,0.0,0,60N_040E
40.42801,54.70571,40.49201,54.74571,1892.46,0.8432,75.84,0.4193,1,0.0711,0.1113,0.0521,0,60N_040E
40.28214,50.64668,40.34614,50.68668,2075.18,0.9973,87.1,2.3923,9,0.5046,0.4121,0.4903,0,60N_040E
41.20317,55.3295,41.26717,55.3695,1863.47,0.8309,79.82,11.9086,15,1.1892,4.5871,5.2731,1,60N_040E
41.33907,55.33285,41.40307,55.37285,1863.31,0.7539,74.45,47.6893,13,0.0166,41.3213,0.0213,0,60N_040E
47.98856,58.16034,48.05256,58.20034,1729.09,0.7867,80.96,7.4509,17,1.2176,0.8834,0.3766,0,60N_040E
40.41778,51.26442,40.48178,51.30442,2048.05,0.7546,70.96,2.4419,8,0.1113,0.5424,0.514,0,60N_040E
45.58956,52.64227,45.65356,52.68227,1986.64,0.3807,79.56,0.5141,0,0.0616,0.0995,1.6986,1,60N_040E
40.74767,57.15358,40.81167,57.19358,1777.4,0.7315,78.57,1.4378,3,0.0971,0.263,0.0047,0,60N_040E
45.88294,57.05837,45.94694,57.09837,1781.95,0.9837,83.35,5.5867,8,0.2867,2.8451,2.7673,1,60N_040E
47.34664,52.86666,47.41064,52.90666,1976.53,0.4652,77.06,3.6838,11,0.1753,0.8622,0.1611,0,60N_040E
49.0138,58.98463,49.0778,59.02463,1689.11,0.4847,82.11,5.8824,11,0.5565,0.9306,2.5265,1,60N_040E
45.21819,57.99387,45.28219,58.03387,1737.12,0.8655,84.24,5.9387,9,3.7687,1.7268,3.6196,1,60N_040E
47.25002,57.2807,47.31402,57.3207,1771.34,0.6029,82.15,10.7228,17,0.8384,1.4661,0.1824,0,60N_040E
44.8823,52.87761,44.9463,52.91761,1976.03,0.4584,80.12,1.2952,4,0.0095,0.5683,0.0,0,60N_040E
49.64548,59.60305,49.70948,59.64305,1658.87,0.9569,77.45,0.09,0,0.0,0.045,1.6197,1,60N_040E
43.33095,54.82682,43.39495,54.86682,1886.84,0.966,85.02,2.7759,4,0.2652,1.1438,0.6751,0,60N_040E
48.88879,56.62946,48.95279,56.66946,1802.34,0.994,84.65,7.5372,16,0.6442,1.5516,0.3175,0,60N_040E
48.67143,58.40816,48.73543,58.44816,1717.11,0.6685,79.44,0.1279,0,0.0071,0.0308,0.0,0,60N_040E
48.39683,58.86683,48.46083,58.90683,1694.85,0.8761,78.31,2.788,6,0.109,0.6631,0.064,0,60N_040E
49.01358,56.72029,49.07758,56.76029,1798.02,0.8523,82.02,7.7916,15,1.7317,2.5733,2.0464,1,60N_040E
48.82453,55.678,48.88853,55.718,1847.18,0.3972,70.09,0.0521,0,0.0,0.0095,0.071,0,60N_040E
47.72579,52.94863,47.78979,52.98863,1972.82,0.4822,71.26,4.4856,11,0.6348,0.9947,2.5937,1,60N_040E
46.00705,53.67998,46.07105,53.71998,1939.61,0.352,76.85,0.6493,2,0.1872,0.2867,2.7522,1,60N_040E
46.31614,59.51332,46.38014,59.55332,1663.27,0.9993,85.43,2.9847,5,0.0,1.0709,0.0592,0,60N_040E
45.84369,59.2823,45.90769,59.3223,1674.58,0.9782,79.66,7.7328,15,2.3976,2.0374,5.2289,1,60N_040E
44.19571,59.2069,44.25971,59.2469,1678.27,0.997,85.98,5.2466,4,0.0,2.365,19.0296,1,60N_040E
46.96826,53.65948,47.03226,53.69948,1940.54,0.4808,79.26,4.1194,9,0.5971,0.7511,2.1559,1,60N_040E
41.68286,56.76976,41.74686,56.80976,1795.67,0.6512,80.65,6.2341,10,2.2156,1.7322,1.1893,1,60N_040E
49.33718,57.98892,49.40118,58.02892,1737.36,0.5359,78.43,7.5911,16,0.9878,1.3333,4.9906,1,60N_040E
49.40506,58.11339,49.46906,58.15339,1731.36,0.3158,77.47,0.6965,2,0.0521,0.2985,0.0166,0,60N_040E
42.00791,57.44473,42.07191,57.48473,1763.5,0.5678,80.39,0.9072,1,0.0,0.6254,0.1942,0,60N_040E
42.58376,56.14462,42.64776,56.18462,1825.25,0.3366,77.51,0.4192,1,0.0024,0.1161,0.0213,0,60N_040E
49.67113,54.21897,49.73513,54.25897,1914.91,0.8775,80.88,1.8075,6,0.1635,0.3932,0.8762,0,60N_040E
49.1552,56.68552,49.2192,56.72552,1799.67,0.5192,81.42,3.7117,9,0.9475,0.938,2.049,1,60N_040E
47.65284,52.74661,47.71684,52.78661,1981.94,0.7783,78.98,0.4287,1,0.0261,0.2677,0.0497,0,60N_040E
45.32459,51.80812,45.38859,51.84812,2023.96,0.3402,81.7,0.1848,1,0.0,0.1303,1.3221,1,60N_040E
40.42332,56.90609,40.48732,56.94609,1789.19,0.8365,77.21,7.0024,17,1.684,0.9265,0.8716,0,60N_040E
42.78946,55.53105,42.85346,55.57105,1854.05,0.978,81.07,14.4436,18,3.4847,1.7604,6.7947,1,60N_040E
40.8868,55.35974,40.9508,55.39974,1862.07,0.953,80.54,14.7298,16,2.0344,2.6319,5.1265,1,60N_040E
44.12671,53.85665,44.19071,53.89665,1931.53,0.3528,78.46,0.8953,3,0.1445,0.1374,0.341,0,60N_040E
41.25623,55.37254,41.32023,55.41254,1861.46,0.8873,72.01,55.0369,9,0.0284,51.4129,0.0,0,60N_040E
46.42199,57.88529,46.48599,57.92529,1742.34,0.7362,82.37,3.401,10,0.6868,0.6394,0.4975,0,60N_040E
42.86477,55.59426,42.92877,55.63426,1851.09,0.8841,77.09,2.4751,9,0.0166,0.4949,0.2179,0,60N_040E
45.79029,53.32918,45.85429,53.36918,1955.58,0.9734,85.49,1.3881,4,0.6443,0.6443,0.3389,0,60N_040E
42.91128,56.7121,42.97528,56.7521,1798.41,0.6875,81.2,3.9605,10,0.1208,0.9334,0.071,0,60N_040E
46.98603,58.97279,47.05003,59.01279,1689.69,0.5,77.46,2.5912,5,0.0071,1.2195,0.67,0,60N_040E
42.07461,58.80588,42.13861,58.84588,1697.81,0.9583,87.11,6.2234,16,2.0603,0.8621,3.9377,1,60N_040E
48.21013,57.9298,48.27413,57.9698,1740.2,0.8249,84.49,3.6624,10,1.4762,1.263,1.4714,1,60N_040E
42.2641,54.51692,42.3281,54.55692,1901.18,0.9276,86.24,4.9249,11,1.8434,0.8507,6.2487,1,60N_040E
47.11199,52.05397,47.17599,52.09397,2013.01,0.6281,69.97,0.1588,1,0.0,0.128,0.1515,0,60N_040E
41.9266,51.27451,41.9906,51.31451,2047.6,0.5447,78.27,0.9806,2,0.1279,0.5235,0.1989,0,60N_040E
48.54165,59.29751,48.60565,59.33751,1673.84,0.8606,84.36,6.2075,11,0.6162,2.1634,3.8003,1,60N_040E
46.45504,53.36492,46.51904,53.40492,1953.96,0.6552,77.83,8.212,16,1.4949,1.232,3.6985,1,60N_040E
42.03706,57.85336,42.10106,57.89336,1743.88,0.763,83.19,14.2818,16,3.0142,2.5114,2.6965,1,60N_040E
41.33874,57.63719,41.40274,57.67719,1754.27,0.4932,80.87,0.5637,2,0.0758,0.2558,0.0379,0,60N_040E
47.51147,53.33344,47.57547,53.37344,1955.39,0.8424,77.57,3.2409,11,0.6421,0.5638,0.488,0,60N_040E
44.92156,56.2661,44.98556,56.3061,1819.52,0.8718,79.21,24.6974,8,0.1871,22.4142,0.3531,0,60N_040E
46.721,56.54637,46.785,56.58637,1806.27,0.9411,75.49,13.6312,16,0.8052,4.3281,6.4001,1,60N_040E
45.11247,59.75662,45.17647,59.79662,1651.34,0.3561,77.71,1.5441,5,0.5969,0.4169,3.0196,1,60N_040E
46.31066,58.57508,46.37466,58.61508,1709.02,0.9981,86.66,2.5188,4,1.1965,0.8934,0.327,0,60N_040E
40.34856,55.04164,40.41256,55.08164,1876.88,0.541,79.65,5.3712,12,2.0141,1.5497,3.8305,1,60N_040E
49.51811,59.1808,49.58211,59.2208,1679.54,0.9915,85.62,7.6057,8,0.0,3.1405,0.0,0,60N_040E
42.00652,57.2514,42.07052,57.2914,1772.74,0.7243,84.47,6.5552,11,3.7076,3.2243,10.4319,1,60N_040E
45.59128,54.55799,45.65528,54.59799,1899.29,0.3057,74.36,0.0782,0,0.0,0.0403,0.0,0,60N_040E
48.87867,55.93326,48.94267,55.97326,1835.19,0.9025,83.1,0.1658,0,0.0,0.0403,0.0237,0,60N_040E
45.71649,59.72969,45.78049,59.76969,1652.66,0.9916,83.23,12.6408,13,3.8035,2.4442,6.8665,1,60N_040E
41.16887,58.28654,41.23287,58.32654,1722.99,0.7392,83.26,4.3784,10,1.5377,0.9786,3.5778,1,60N_040E
46.62836,55.99125,46.69236,56.03125,1832.47,0.3365,84.16,0.0616,0,0.0071,0.0261,0.0071,0,60N_040E
47.45211,53.3052,47.51611,53.3452,1956.67,0.4364,70.1,1.7835,6,0.5685,0.4524,0.1279,0,60N_040E
42.64575,59.72672,42.70975,59.76672,1652.81,0.9699,84.06,4.56,3,0.0,3.8138,1.0441,1,60N_040E
47.71665,57.85486,47.78065,57.89486,1743.81,0.8025,80.48,0.1184,0,0.0118,0.0403,0.0189,0,60N_040E
42.71038,57.36459,42.77438,57.40459,1767.33,0.6285,82.24,0.5401,1,0.0379,0.1872,0.0332,0,60N_040E
49.36563,59.09359,49.42963,59.13359,1683.8,0.8904,80.67,17.4441,16,3.402,2.985,2.4622,1,60N_040E
44.15683,57.55443,44.22083,57.59443,1758.24,0.9959,78.46,1.3855,4,0.1752,0.6774,0.0,0,60N_040E
45.59007,57.26243,45.65407,57.30243,1772.21,0.7096,83.36,2.9066,9,0.2416,0.7605,1.156,1,60N_040E
44.40694,54.66374,44.47094,54.70374,1894.4,0.4628,77.28,0.6488,2,0.1066,0.1965,0.3032,0,60N_040E
43.24954,57.31024,43.31354,57.35024,1769.93,0.5039,79.36,5.5544,5,0.3104,3.0356,0.5117,0,60N_040E
46.55026,53.46932,46.61426,53.50932,1949.2,0.6389,81.39,5.2108,10,0.9215,2.0297,2.1059,1,60N_040E
40.84823,58.04075,40.91223,58.08075,1734.87,0.9584,79.23,0.0568,0,0.0308,0.0308,0.0,0,60N_040E
46.01756,56.35737,46.08156,56.39737,1815.21,0.9619,80.52,0.559,2,0.3316,0.1611,1.9284,1,60N_040E
47.25246,53.71224,47.31646,53.75224,1938.13,0.8098,80.04,6.423,14,2.2997,1.4139,2.3681,1,60N_040E
43.8033,58.15709,43.8673,58.19709,1729.25,0.9597,78.69,9.3189,13,4.9611,2.1464,2.0752,1,60N_040E
44.63114,59.23555,44.69514,59.27555,1676.87,0.842,77.71,1.3733,4,0.0047,0.5682,4.1392,1,60N_040E
47.63246,59.47396,47.69646,59.51396,1665.21,0.9781,85.41,0.0213,0,0.0,0.0095,0.0853,0,60N_040E
44.10711,54.81422,44.17111,54.85422,1887.43,0.4997,78.42,0.2488,1,0.1706,0.1683,0.0095,0,60N_040E
43.08111,56.13819,43.14511,56.17819,1825.56,0.3069,69.86,0.2061,0,0.0,0.0521,0.0,0,60N_040E
44.2485,54.70921,44.3125,54.74921,1892.3,0.8018,83.21,3.2787,8,0.4905,0.8433,0.647,0,60N_040E
41.61585,59.71375,41.67985,59.75375,1653.44,0.9857,85.07,2.7886,2,0.0,2.042,1.4183,1,60N_040E
44.74757,59.70646,44.81157,59.74646,1653.81,0.8885,84.68,1.9311,6,0.391,0.4193,2.9385,1,60N_040E
44.42933,59.19337,44.49333,59.23337,1678.93,0.9934,86.42,10.5967,5,8.1831,4.993,14.7632,1,60N_040E
43.64231,56.75467,43.70631,56.79467,1796.39,0.9298,81.83,4.0236,13,0.3292,0.753,1.2057,1,60N_040E
42.9497,56.59811,43.0137,56.63811,1803.82,0.678,81.96,2.0794,7,0.4334,0.7531,0.6134,0,60N_040E
45.14514,59.29926,45.20914,59.33926,1673.75,1.0,85.02,7.7441,8,5.7072,3.7131,3.763,1,60N_040E
45.68385,54.06497,45.74785,54.10497,1921.99,0.6695,81.23,0.2155,1,0.135,0.1207,0.0,0,60N_040E
44.15087,57.4619,44.21487,57.5019,1762.67,0.9838,77.64,0.8502,1,0.1871,0.2013,0.0284,0,60N_040E
40.54756,56.705,40.61156,56.745,1798.74,0.6637,76.15,4.9879,13,0.3151,0.9732,0.9451,0,60N_040E
41.79752,57.13701,41.86152,57.17701,1778.19,0.3458,81.11,1.3548,5,0.0924,0.2841,1.1703,1,60N_040E
42.87478,52.85288,42.93878,52.89288,1977.15,0.4698,80.8,0.791,1,0.045,0.6489,0.2344,0,60N_040E
41.25298,56.94328,41.31698,56.98328,1787.42,0.3787,78.1,0.7486,1,0.0095,0.2795,0.2297,0,60N_040E
48.64842,58.84923,48.71242,58.88923,1695.71,0.9995,85.74,1.0898,1,0.1066,0.4929,0.5066,0,60N_040E
43.47614,58.14746,43.54014,58.18746,1729.72,0.9706,82.91,1.241,4,0.3007,0.4003,1.8543,1,60N_040E
47.78013,58.05139,47.84413,58.09139,1734.35,0.8448,82.65,10.0304,18,1.9875,1.5137,0.3055,0,60N_040E
44.24088,57.30102,44.30488,57.34102,1770.36,0.601,79.65,3.0908,4,0.4003,1.6699,2.6194,1,60N_040E
47.47349,53.6027,47.53749,53.6427,1943.13,0.9113,81.61,5.6661,14,0.5707,0.931,0.9142,0,60N_040E
42.65,55.93577,42.714,55.97577,1835.08,0.5884,80.08,0.7343,3,0.0047,0.2132,0.0166,0,60N_040E
44.27751,54.44849,44.34151,54.48849,1904.34,0.9279,83.74,0.3719,1,0.2084,0.1374,0.0,0,60N_040E
46.66981,58.66146,46.73381,58.70146,1704.83,0.9925,86.03,0.2155,0,0.0261,0.0616,0.0,0,60N_040E
42.40733,53.79133,42.47133,53.83133,1934.51,0.9882,85.66,2.6643,9,0.0497,0.6749,0.5897,0,60N_040E
48.50905,58.36297,48.57305,58.40297,1719.3,0.5831,75.62,0.2653,0,0.0805,0.0805,0.0355,0,60N_040E
42.19464,58.57918,42.25864,58.61918,1708.83,0.5778,81.66,11.6129,17,1.722,1.6578,4.867,1,60N_040E
47.24761,58.15275,47.31161,58.19275,1729.46,0.782,83.1,5.936,12,3.091,2.1199,3.4581,1,60N_040E
41.03492,55.13718,41.09892,55.17718,1872.43,0.9172,74.96,43.934,18,1.8103,30.1919,2.5021,1,60N_040E
47.61421,56.89285,47.67821,56.93285,1789.83,0.521,83.05,2.7809,5,0.5662,0.6179,0.0758,0,60N_040E
40.25831,59.61027,40.32231,59.65027,1658.52,0.8382,79.2,18.9177,18,1.0445,3.4269,1.3645,1,60N_040E
45.14159,58.64025,45.20559,58.68025,1705.85,0.8811,85.93,3.1128,8,0.9216,0.9074,1.7936,1,60N_040E
48.30051,56.93446,48.36451,56.97446,1787.85,0.5941,82.3,5.7611,12,0.4998,1.3906,1.3692,1,60N_040E
42.04687,56.17277,42.11087,56.21277,1823.92,0.5976,82.38,3.9665,5,0.0166,1.281,0.0,0,60N_040E
42.00811,57.90905,42.07211,57.94905,1741.2,0.8243,82.72,7.8593,15,1.151,1.2862,3.8612,1,60N_040E
41.80068,59.68018,41.86468,59.72018,1655.1,0.9993,88.86,0.0521,0,0.0071,0.0355,0.0213,0,60N_040E
48.21293,55.8677,48.27693,55.9077,1838.28,0.4759,64.53,0.2937,0,0.0,0.0687,0.0,0,60N_040E
44.43329,59.22314,44.49729,59.26314,1677.48,0.9861,86.8,9.4045,4,9.241,8.4709,17.9518,1,60N_040E
41.18991,55.68457,41.25391,55.72457,1846.87,0.8525,77.88,16.2643,18,3.7253,1.8187,8.9231,1,60N_040E
43.28815,59.53512,43.35215,59.57512,1662.21,0.9512,83.11,20.4838,14,0.0261,7.6607,0.0876,0,60N_040E
47.38043,56.64829,47.44443,56.68829,1801.44,0.9826,83.08,0.8504,2,0.0545,0.3033,0.3291,0,60N_040E
45.50777,56.32339,45.57177,56.36339,1816.82,0.8521,76.88,0.0948,0,0.0498,0.0498,0.0,0,60N_040E
48.698,57.9268,48.762,57.9668,1740.35,0.9905,81.81,12.4781,15,2.6932,2.5655,3.6509,1,60N_040E
40.77619,56.66441,40.84019,56.70441,1800.68,0.9153,82.83,7.31,10,2.4715,1.274,4.1875,1,60N_040E
48.9836,59.70387,49.0476,59.74387,1653.93,0.9859,82.76,3.403,2,0.0,2.8081,2.0736,1,60N_040E
42.67655,57.55071,42.74055,57.59071,1758.42,0.9946,86.48,1.7455,3,0.3528,0.7129,0.0,0,60N_040E
43.01713,58.12551,43.08113,58.16551,1730.77,0.4739,81.23,1.8429,5,0.0189,0.5613,4.662,1,60N_040E
42.63994,54.32269,42.70394,54.36269,1910.14,0.6713,77.57,3.8772,7,0.2416,1.1227,1.1582,1,60N_040E
41.20767,57.27325,41.27167,57.31325,1771.69,0.4986,80.7,0.6633,2,0.0071,0.2606,0.0403,0,60N_040E
46.7238,59.48879,46.7878,59.52879,1664.48,1.0,85.04,0.3836,0,0.0805,0.0853,0.0,0,60N_040E
44.78033,57.58944,44.84433,57.62944,1756.56,0.9979,87.01,0.4099,2,0.0,0.1967,1.9996,1,60N_040E
44.07578,57.64623,44.13978,57.68623,1753.84,0.9616,82.43,0.1919,0,0.0876,0.0829,0.2014,0,60N_040E
44.39405,56.46885,44.45805,56.50885,1809.94,0.9031,76.36,0.7488,1,0.0687,0.4123,0.071,0,60N_040E
44.93213,57.11797,44.99613,57.15797,1779.11,0.9986,85.85,6.5012,14,0.9022,0.8598,1.0473,1,60N_040E
41.42194,54.41006,41.48594,54.45006,1906.11,0.6948,83.86,0.1635,0,0.0971,0.0877,2.7496,1,60N_040E
46.21309,57.96653,46.27709,58.00653,1738.43,0.8811,74.77,3.5343,10,1.945,0.9688,3.9772,1,60N_040E
45.95346,55.90422,46.01746,55.94422,1836.57,0.369,83.64,0.1255,0,0.0,0.0403,0.0,0,60N_040E
44.68674,56.65385,44.75074,56.69385,1801.18,0.8234,84.6,5.1137,11,0.8311,0.8457,4.6065,1,60N_040E
49.29627,53.15684,49.36027,53.19684,1963.4,0.559,74.32,0.4643,0,0.0,0.0971,0.0,0,60N_040E
47.2547,52.56861,47.3187,52.60861,1989.95,0.7267,77.6,0.7391,1,0.0782,0.1374,0.0592,0,60N_040E
46.30322,54.08678,46.36722,54.12678,1920.98,0.9185,80.33,1.6035,6,0.0379,0.2488,0.6962,0,60N_040E
41.99195,56.83533,42.05595,56.87533,1792.56,0.7204,83.66,4.3181,11,0.2392,0.5731,3.8992,1,60N_040E
45.7101,55.94495,45.7741,55.98495,1834.65,0.3004,75.91,0.0426,0,0.0237,0.0237,0.0,0,60N_040E
41.57407,56.92467,41.63807,56.96467,1788.31,0.5188,80.48,4.6894,7,2.574,1.4233,1.5584,1,60N_040E
42.2934,57.72819,42.3574,57.76819,1749.9,0.9444,85.92,39.5373,16,2.1725,24.6018,1.4266,1,60N_040E
48.60532,59.40401,48.66932,59.44401,1668.63,0.9414,84.84,2.4353,2,0.0,1.8928,3.7887,1,60N_040E
